ESCENARIO: Palabras codigo de 5 digitos

FUENTE:
S1 -- Codigo: 01010	 | 	 Probabilidad: 0.02968	 | 	 Cant. de informacion: 5.07424
S101 -- Codigo: 111000011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S102 -- Codigo: 001011100	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S103 -- Codigo: 001011111	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S104 -- Codigo: 001010101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S105 -- Codigo: 101001010	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S106 -- Codigo: 001110010	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S107 -- Codigo: 101110010	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S108 -- Codigo: 100101111	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S109 -- Codigo: 100111011	 | 	 Probabilidad: 0.00343	 | 	 Cant. de informacion: 8.18818
S110 -- Codigo: 000000010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S111 -- Codigo: 110001001	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S112 -- Codigo: 111101101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S113 -- Codigo: 011111010	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S114 -- Codigo: 100111000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S115 -- Codigo: 111000101	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S116 -- Codigo: 000010111	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S117 -- Codigo: 110001011	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S118 -- Codigo: 000100010	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S119 -- Codigo: 101001000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S120 -- Codigo: 000100001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S121 -- Codigo: 101010000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S122 -- Codigo: 011001001	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S123 -- Codigo: 001100001	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S124 -- Codigo: 100001000	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S125 -- Codigo: 111111100	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S126 -- Codigo: 100011110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S127 -- Codigo: 100011101	 | 	 Probabilidad: 0.00343	 | 	 Cant. de informacion: 8.18818
S128 -- Codigo: 111001001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S129 -- Codigo: 001010111	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S130 -- Codigo: 000011001	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S131 -- Codigo: 011100000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S132 -- Codigo: 001000011	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S133 -- Codigo: 100110011	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S134 -- Codigo: 000100000	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S135 -- Codigo: 000110101	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S136 -- Codigo: 110011100	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S137 -- Codigo: 111011000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S138 -- Codigo: 000011011	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S139 -- Codigo: 100100010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S140 -- Codigo: 110000100	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S141 -- Codigo: 110101011	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S142 -- Codigo: 010010110	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S143 -- Codigo: 111111101	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S144 -- Codigo: 011100011	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S145 -- Codigo: 110111001	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S146 -- Codigo: 000101000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S147 -- Codigo: 100001110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S148 -- Codigo: 110110011	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S149 -- Codigo: 101010111	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S150 -- Codigo: 101111010	 | 	 Probabilidad: 0.00343	 | 	 Cant. de informacion: 8.18818
S151 -- Codigo: 101101011	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S152 -- Codigo: 111101011	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S153 -- Codigo: 110111110	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S154 -- Codigo: 111100000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S155 -- Codigo: 010110001	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S156 -- Codigo: 111000001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S157 -- Codigo: 001100000	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S158 -- Codigo: 101001100	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S159 -- Codigo: 010100011	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S160 -- Codigo: 011101110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S161 -- Codigo: 111010001	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S162 -- Codigo: 001000001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S163 -- Codigo: 010010101	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S164 -- Codigo: 000001001	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S165 -- Codigo: 010111110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S166 -- Codigo: 010110010	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S167 -- Codigo: 010111000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S168 -- Codigo: 011101010	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S169 -- Codigo: 100001101	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S170 -- Codigo: 110101001	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S171 -- Codigo: 001011011	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S172 -- Codigo: 000011010	 | 	 Probabilidad: 2.9E-4	 | 	 Cant. de informacion: 11.77314
S173 -- Codigo: 010001111	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S174 -- Codigo: 111010010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S175 -- Codigo: 000111001	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S176 -- Codigo: 110101100	 | 	 Probabilidad: 0.00429	 | 	 Cant. de informacion: 7.86625
S177 -- Codigo: 111000000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S178 -- Codigo: 010011111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S179 -- Codigo: 110111111	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S180 -- Codigo: 100001001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S181 -- Codigo: 111110110	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S182 -- Codigo: 000101110	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S183 -- Codigo: 101000100	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S184 -- Codigo: 010011110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S185 -- Codigo: 100100001	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S186 -- Codigo: 110111011	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S187 -- Codigo: 000010001	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S188 -- Codigo: 001101101	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S189 -- Codigo: 110110100	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S190 -- Codigo: 000011111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S191 -- Codigo: 100011011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S192 -- Codigo: 000111000	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S193 -- Codigo: 000110110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S194 -- Codigo: 000101001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S195 -- Codigo: 100011000	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S196 -- Codigo: 010111100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S197 -- Codigo: 100011111	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S198 -- Codigo: 010110011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S199 -- Codigo: 110111100	 | 	 Probabilidad: 0.00343	 | 	 Cant. de informacion: 8.18818
S200 -- Codigo: 100100011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S201 -- Codigo: 100111101	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S202 -- Codigo: 001010110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S203 -- Codigo: 011011100	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S204 -- Codigo: 100110100	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S205 -- Codigo: 111001111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S206 -- Codigo: 001101111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S207 -- Codigo: 011010011	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S208 -- Codigo: 111100001	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S209 -- Codigo: 001101011	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S210 -- Codigo: 000000100	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S211 -- Codigo: 101111000	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S212 -- Codigo: 001101110	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S213 -- Codigo: 010101111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S214 -- Codigo: 011001110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S215 -- Codigo: 101101010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S216 -- Codigo: 000001000	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S217 -- Codigo: 011000001	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S218 -- Codigo: 010010100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S219 -- Codigo: 010001011	 | 	 Probabilidad: 0.00457	 | 	 Cant. de informacion: 7.77314
S220 -- Codigo: 110100001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S221 -- Codigo: 101001111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S222 -- Codigo: 110000010	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S223 -- Codigo: 101110001	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S224 -- Codigo: 110100011	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S225 -- Codigo: 101100110	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S226 -- Codigo: 100110111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S227 -- Codigo: 010111111	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S228 -- Codigo: 000100111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S229 -- Codigo: 000001101	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S230 -- Codigo: 001100010	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S231 -- Codigo: 000111011	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S232 -- Codigo: 101010100	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S233 -- Codigo: 011110010	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S234 -- Codigo: 110000001	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S235 -- Codigo: 110100010	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S236 -- Codigo: 100110101	 | 	 Probabilidad: 0.004	 | 	 Cant. de informacion: 7.96578
S237 -- Codigo: 101000011	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S238 -- Codigo: 011011101	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S239 -- Codigo: 100101000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S240 -- Codigo: 001010000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S241 -- Codigo: 011010110	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S242 -- Codigo: 010011010	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S243 -- Codigo: 110000101	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S244 -- Codigo: 001111100	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S245 -- Codigo: 010010001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S246 -- Codigo: 010100000	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S247 -- Codigo: 000000101	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S248 -- Codigo: 101101000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S249 -- Codigo: 110011011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S250 -- Codigo: 110000000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S251 -- Codigo: 111100010	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S252 -- Codigo: 110101110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S253 -- Codigo: 111010100	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S254 -- Codigo: 100111010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S255 -- Codigo: 000011101	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S256 -- Codigo: 100111001	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S257 -- Codigo: 100010011	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S258 -- Codigo: 110010100	 | 	 Probabilidad: 0.00343	 | 	 Cant. de informacion: 8.18818
S259 -- Codigo: 100100110	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S260 -- Codigo: 101100010	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S261 -- Codigo: 010011101	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S262 -- Codigo: 000100011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S263 -- Codigo: 010100010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S264 -- Codigo: 100100000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S265 -- Codigo: 011101100	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S266 -- Codigo: 000010010	 | 	 Probabilidad: 0.00343	 | 	 Cant. de informacion: 8.18818
S267 -- Codigo: 100001010	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S268 -- Codigo: 000111101	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S269 -- Codigo: 000111110	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S270 -- Codigo: 100101110	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S271 -- Codigo: 101110100	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S272 -- Codigo: 010001001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S273 -- Codigo: 010100101	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S274 -- Codigo: 111001000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S275 -- Codigo: 100000110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S276 -- Codigo: 100101100	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S277 -- Codigo: 101000010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S278 -- Codigo: 111111111	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S279 -- Codigo: 000000110	 | 	 Probabilidad: 0.00343	 | 	 Cant. de informacion: 8.18818
S280 -- Codigo: 100001111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S281 -- Codigo: 001000101	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S282 -- Codigo: 100101010	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S283 -- Codigo: 111010011	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S284 -- Codigo: 100100100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S285 -- Codigo: 001010011	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S286 -- Codigo: 110101000	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S287 -- Codigo: 001111101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S288 -- Codigo: 100000000	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S289 -- Codigo: 010000000	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S290 -- Codigo: 010001100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S291 -- Codigo: 101100011	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S292 -- Codigo: 000011100	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S293 -- Codigo: 111011110	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S294 -- Codigo: 110001101	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S295 -- Codigo: 100000111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S296 -- Codigo: 001110111	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S297 -- Codigo: 110000111	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S298 -- Codigo: 111110111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S299 -- Codigo: 111010101	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S300 -- Codigo: 110010000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S301 -- Codigo: 101111011	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S302 -- Codigo: 100000011	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S303 -- Codigo: 000100101	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S304 -- Codigo: 110101101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S305 -- Codigo: 111111011	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S306 -- Codigo: 100101101	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S307 -- Codigo: 011011010	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S308 -- Codigo: 101000110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S309 -- Codigo: 001010100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S310 -- Codigo: 100110001	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S311 -- Codigo: 101101101	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S312 -- Codigo: 001000111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S313 -- Codigo: 000001010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S314 -- Codigo: 010111101	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S315 -- Codigo: 010111010	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S316 -- Codigo: 110100000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S317 -- Codigo: 101110000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S318 -- Codigo: 111100111	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S319 -- Codigo: 111010110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S320 -- Codigo: 011011011	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S321 -- Codigo: 010101001	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S322 -- Codigo: 010101101	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S323 -- Codigo: 001001011	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S324 -- Codigo: 000000000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S325 -- Codigo: 001111000	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S326 -- Codigo: 100110000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S327 -- Codigo: 001001101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S328 -- Codigo: 101000000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S329 -- Codigo: 010110100	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S330 -- Codigo: 001001111	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S331 -- Codigo: 000101100	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S332 -- Codigo: 001110000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S333 -- Codigo: 100010001	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S334 -- Codigo: 100011100	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S335 -- Codigo: 011001111	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S336 -- Codigo: 001110101	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S337 -- Codigo: 001100101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S338 -- Codigo: 100010101	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S339 -- Codigo: 101011001	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S340 -- Codigo: 101100111	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S341 -- Codigo: 011101011	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S342 -- Codigo: 011100100	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S343 -- Codigo: 011110000	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S344 -- Codigo: 110000011	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S345 -- Codigo: 110110010	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S346 -- Codigo: 100001011	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S347 -- Codigo: 000111010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S348 -- Codigo: 111001011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S349 -- Codigo: 001111111	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S350 -- Codigo: 011010010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S351 -- Codigo: 001001100	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S352 -- Codigo: 111011011	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S353 -- Codigo: 111100101	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S354 -- Codigo: 000011110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S355 -- Codigo: 110110111	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S356 -- Codigo: 011010111	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S357 -- Codigo: 001011110	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S358 -- Codigo: 100000100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S359 -- Codigo: 001011001	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S360 -- Codigo: 010000110	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S361 -- Codigo: 110001100	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S362 -- Codigo: 011111101	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
